attore,stato,leva,dominio,dove_persiste,cosa_cambia,dove_ui,se_la_togliamo
sistema,parziale,Filtro alimenti per profilo sulle opzioni di slot (filterIntelligentMealPlanRequestFoods),leve_morte,nessuna (trasformazione in memoria del request),"NON cambia un grammo di cibo scelto. Rimpicciolisce functionalFoodGroups/functionalTargets/foodCandidates, che pero l'enricher usa per scrivere le note di slot del piano (functionalBridge, slotCoherence, slotTimingRationale).",nessuna UI (deriva da allergie/intolleranze/esclusioni/dieta/fdcId esclusi),Il piano non cambia negli alimenti; cambiano le note di slot. ATTENZIONE (correzione al mappatore): questa funzione e l'UNICO consumatore di request.excludedFdcIds (riga 208) - togliendola sparisce anche l'ultimo ramo che usa i cibi esclusi per fdcId. NON confondere con buildMealPlanFoodDenyFragment
sistema,parziale,"Fueling da substrati V2 (RER, efficienza 0.24, frazione di rimpiazzo)",calcolo_automatico,nessuna persistenza,"Formula completamente diversa dal V1: stima quanti grammi di CHO e grassi bruci davvero (RER da %FTP: 0.82 sotto il 60%, fino a 1.02 sopra il 95%) e rimpiazza oralmente una frazione del solo CHO bruciato (45% in Z1/Z2, fino a 85% ad alta intensita'), con cap g/h per durata. Pre = peso x 0.35 g (20-70 g) se >=45 min; post = 22-38% del CHO bruciato. OGGI PERO' QUESTI NUMERI NON ARRIVANO NE' AL CIBO ",nessuna UI,"Oggi si perde una riga di disclaimer. Se prima si ripara la lettura profilo, invece, questo diventa il fueling reale e sostituisce le percentuali fisse del V1. Decidere QUALE dei due si tiene e' un prerequisito, non una conseguenza."
sistema,parziale,Il gate coach-vs-atleta sulle percentuali (UI + enforcement server),superfici_coach,non persiste: e' la regola. L'enforcement vive in apps/web/lib/profile/sanitize-nutrition-config-percents.ts,"Decide chi puo' muovere le percentuali. Se il chiamante non e' coach ne' platform admin, le chiavi protette vengono RIFORZATE ai valori del DB.","apps/web/modules/profile/views/ProfilePageView.tsx:95 `const canEditNutritionPercents = role === ""coach"" || adminScoped` -> passato a ProfileNutritionSection (:","E' l'unico punto in cui il prodotto esprime «questa e' una decisione del coach». Se il modello nuovo vuole dare al coach la leva calorica, il lavoro e' qui: aggiungere day_type_pct a DAY_PROTECTED_KEYS e mettere `disabled` sull'input :217. Senza quello, qualunque decisione del coach resta sovrascriv"
sistema,parziale,Orari pasto passati esplicitamente al motore (parametro mealTimes di buildMealPlanV2Production),leve_morte,nessuna,Poco: gli orari arrivano comunque dagli slot del request. Il parametro esplicito lo passa un solo chiamante su quattro.,nessuna,Nulla se gli slot portano gli orari. Ma i TRE set di default divergenti sono un doppione da unificare.
sistema,parziale,PAL — seconda formula per lo stesso lifestyle (1.25 / 1.4 / 1.55 / 1.75),calcolo_automatico,nessuna persistenza (costante in codice),"Il V2 scarta il lifestyle del V1 e lo rifa' come BMR x (PAL - 1). Su 'moderate' il V1 da' +20% del BMR, il PAL da' +40%: stesso atleta, stesso giorno, numero doppio.",nessuna UI,Oggi non si rompe nulla di visibile. Ma se si ripara la lettura profilo questa formula si accende e sostituisce quella del V1: il fabbisogno salta verso l'alto. Va risolta la doppia formula PRIMA di riparare il profilo.
sistema,parziale,Regole alimento-per-slot (applyMealSlotRulesToIntelligentMealPlanRequest),leve_morte,nessuna,Nulla sulla scelta del cibo. Dovrebbe impedire p.es. carne a colazione; nel piano vero quella coerenza la fanno MEAL_SLOT_ASSEMBLY e i pool staple.,nessuna UI,Nessun alimento cambia; cambiano solo le etichette funzionali di slot.
sistema,parziale,Split pre/intra/post del fueling (5/45/10%) modulato dal recupero,calcolo_automatico,nessuna persistenza,"Distribuisce le kcal di fueling attorno alla seduta. Recupero good 5/45/10, moderate 6/44/10, poor 8/40/12 (piu' pre e post, intra meno aggressivo).",nessuna UI,"Si perde la modulazione del fueling sul recupero, che pero' oggi copre solo il ramo browser. Impatto reale limitato."
sistema,parziale,TDEE osservato dal device (kcal attive reali),calcolo_automatico,device_sync_exports.payload (chiavi active_energy_kcal / active_calories / active_kilocalories / activeKilocalories / active_kilojoules),Quando presente il fabbisogno smette di essere stima e diventa BMR + kcal attive reali (che gia' contengono lifestyle e allenamento). Il fueling intra resta dal pianificato.,nessuna UI,"Si perde l'intero loop adattivo (reintegro, riduzione, correzione settimanale sono tutti costruiti sul delta osservato-stimato). E' l'unica cosa che rende il sistema 'adattivo'."
sistema,parziale,Target idratazione giornaliero (formula canonica),calcolo_automatico,nutrition_plan.hydration_ml_target,"base = max(2200 ml, peso x 33); extra allenamento = max(600 ml, ore x 650) SOLO se c'e' una seduta; a riposo l'extra e' 0. L'acqua del reintegro si somma dopo, lato superficie.",Nutrizione card 'Quanto bere oggi' e Oggi; nessun controllo di modifica,"La formula non ha manopole da togliere. Da togliere e' la DUPLICAZIONE: tre call-site che ricalcolano lo stesso numero con input diversi (peso vero nelle card, peso nullo nel persist). Una sola fonte, letta dal DB."
sistema,parziale,Tracciabilità degli input del piano (nutrition_plan.inputs_provenance),schema_db,"nutrition_plan.inputs_provenance (jsonb, default '{}')",Registra con quali parametri è stato generato il piano: sarebbe l'unico posto dove verificare a posteriori quali manopole hanno morso.,nessuna UI,"Niente in pratica, ma è la ragione per cui oggi non si può dimostrare DAL DB quali leve abbiano influenzato un piano V2: bisogna dedurlo dal codice. Se il proprietario vuole misurare l'effetto delle manopole prima di cancellarle, questo campo va riempito PRIMA."
sistema,parziale,"mealPlanSolverMeta.dailyMealsKcalTotal (kcal giornaliere pasti, dal client)",contratto_motore,"non persiste; il DB riceve i totali del solver V2, non questo","e l'UNICO numero che il client ancora impone: viene ridistribuito su tutti gli slot da reconcileMealPlanSlotsWithDiet usando la distribuzione DB, diventa slots[].targetKcal, e quei target riscalano le kcal degli item DOPO la composizione (senza toccare i grammi). Fissa anche il baseline idratazione mostrato",il totale delle card pasto in Nutrizione (NutritionPageView.tsx:1857 mealRows -> :1875 mealPlanCards),"le kcal a schermo diventerebbero quelle del solver V2, coerenti con i grammi e con il DB. Oggi la sua presenza e l'unica causa della doppia contabilita energetica"
sistema,parziale,"preferred_meal_count (numero pasti preferito, campo di profilo)",superfici_coach,"athlete_profiles.preferred_meal_count (integer, colonna esistente)","Tie-break: se il giorno risulta a 4 pasti ma la distribuzione «suggerisce» 6, con preferred_meal_count=6 il piano passa a 6 slot.","NESSUNA. Il campo vive nello stato del form (profile-form-state.ts:63), e' inizializzato a ""4"" (ProfilePageView.tsx:173), precaricato (:407) e salvato (:546), m","Gratis, e anzi va tolto: campo fantasma che puo' cambiare il numero di pasti a un atleta senza che nessuno capisca perche'."
sistema,parziale,slots[].targetKcal / targetCarbsG / targetProteinG / targetFatG,contratto_motore,non persiste come richiesto; meal.kcal_target/carbs_g_target/... contengono i TOTALI EFFETTIVI del composer V2,"in V2 servono in tre casi soltanto: (a) se Profile->Diet NON e configurato, diventano direttamente i budget del composer; (b) nel giorno gara sovrascrivono i budget dello slot di recovery; (c) SEMPRE riscalano le kcal degli item dopo la composizione, senza toccare i grammi",card pasto in Nutrizione (NutritionPageView.tsx:1875) — ma i valori inviati vengono RICALCOLATI server-side da Profile->Diet,"con Profile->Diet configurato (25 atleti su 41 hanno week_plan) la composizione non cambierebbe; cambierebbero le kcal a schermo, che tornerebbero coerenti con i grammi. Senza Diet configurato invece il motore perde i budget"
sistema,parziale,weeklyStapleCounts — secondo canale staplePenalty (per descrizione USDA),contratto_motore,stesso dato della leva precedente,"in teoria penalizza anche i pick dal pool FDC grezzo. In pratica la chiave usata e description.slice(0,40).toLowerCase() (descrizione USDA in inglese) mentre i conteggi sono su rotationKey (carb:pasta) o canonicalKey (pasta_dry): le chiavi non combaciano quasi mai, quindi la penalita vale 0",nessuna UI,nulla: e gia di fatto un no-op. E comunque il ramo pool-grezzo si attiva solo quando il catalogo menu DB non copre il pool (compose-meal-plan-v2.ts:154-155)
sistema,inerte,"Campi fantasma di nutrition_config e routine_config (prep_time_minutes, cooking_skill, home_cooked_preference, meal_strategy, training_slot, race_day radice, se",superfici_atleta,"athlete_profiles.nutrition_config.{prep_time_minutes,cooking_skill,home_cooked_preference,meal_strategy} e athlete_profiles.routine_config.{training_slot,race_d","Niente, con UNA eccezione: meal_strategy e davvero letto come fallback sul numero di pasti.",nessuna UI — nessuno di questi ha un input nel modale Profilo attuale; vivono solo nello stato del form e vengono riscritti a OGNI salvataggio,"Gratis, tranne meal_strategy che va tenuto (o migrato) perche e un fallback reale sul numero di pasti."
sistema,inerte,Inibitori aggregati da pathway (aggregateInhibitors),leve_morte,nessuna (campo del request),Nulla: vengono solo ricopiati nella risposta.,nessuna UI di impostazione (derivano dal modello pathway),Nulla nel piano.
sistema,inerte,LA LEVA INVISIBILE: la rilettura server-autorevole del profilo atleta (5 query rotte),superfici_coach,non persiste: sono le select su `athlete_profiles` che nominano `lifestyle_activity_class` e `ftp_watts`,"Dovrebbe rendere il server l'autorita' sui target del piano (reconcile-meal-plan-slots-with-diet.ts:1-4 dice testualmente che i target «devono seguire Profile -> Diet (DB), non un payload client obsoleto»). Poiche' fallisce, l'autorita' resta al browser: il piano riflette le leve del coach SOLO se qualcuno apre la pagina Nutrizione con quel profilo caricato. Dove non c'e' un browser (cron, loop ad",nessuna UI — e' l'infrastruttura su cui poggiano TUTTE le leve del coach,"Non si toglie: si ripara o si accetta. E' UNA riga per file (togliere le due colonne inesistenti e leggere lifestyle da routine_config). Finche' non e' riparata, ogni decisione basata su «questa leva e' viva» vale solo per il ramo browser. NOTA CHE IL MAPPATORE NON AVEVA: la riparazione riaccende an"
sistema,inerte,Lettura del profilo atleta dentro il motore (colonne fantasma lifestyle_activity_class + ftp_watts),leve_morte,athlete_profiles (sola lettura),"Dovrebbe portare al motore nutrition_config (Diet), routine_config (orari, gara), diet_type, peso, preferred_meal_count, esclusioni. Non porta nulla: il motore lavora su fallback (peso 70 kg per il solver e NULL per l'idratazione, FTP 250 W, Diet non configurata, dayTypePct 100).",nessuna UI - e la query che alimenta TUTTE le leve di Profilo sul lato server,"Non si toglie: si ripara o si accetta. ATTENZIONE, ripararla NON e neutro: riaccende in un colpo Diet server-side, classi allergeniche, day_type_pct e peso reale su TUTTI gli atleti, e cambia i piani anche a chi oggi va bene. Le stesse due colonne fantasma stanno in generate-meal-plan-v2-headless.ts"
sistema,inerte,"Loop adattivo nutrizione: reintegro post-allenamento, riduzione del giorno, correzione TDEE settimanale",superfici_coach,le run leggono athlete_profiles e scrivono gli aggiustamenti del piano; weekly-tdee-correction produce il fattore passato a generateAndPersistMealPlanV2 (weekly,"Dovrebbe: reintegrare kcal/carbo/acqua dopo una seduta piu' dura del previsto, ridurre il giorno corrente quando l'apporto e' gia' eccessivo, e correggere il TDEE «imparato» per la ripianificazione del martedi'. Oggi tutte e tre partono da un profilo vuoto.",nessuna UI di configurazione — gli esiti si vedono in Oggi (/api/today/route.ts:99 distingue kind 'reduction' | 'reintegration'),"Prima di decidere serve sapere che non e' mai stato acceso: non e' codice che «non serve», e' codice che non ha mai avuto la possibilita' di funzionare. La scelta e' fra ripararlo (una riga per file, come sopra) e cancellarlo consapevolmente. Cancellarlo credendo che sia una funzione fallita sarebbe"
sistema,inerte,Requisiti giornalieri V2 passati al composer e scartati (void requirements),leve_morte,nessuna,"Il composer riceve tutto il modello DailyNutritionRequirementsV2 (energia, substrati, fueling, strategia) e lo butta: compone solo sui budget di slot.",nessuna,Il parametro puo sparire dalla firma di composeMealPlanV2. Utile saperlo: chi volesse far reagire il piano a substrati/strategia intervenendo sul composer starebbe guardando un parametro scartato.
sistema,inerte,Strategia nutrizionale e macro g/kg (maintenance / load / deload / recovery / race),calcolo_automatico,nessuna persistenza,"NULLA sul cibo. Il V2 deduce una 'strategia' dal TESTO delle righe allenamento (race se gara, recovery se il testo contiene recovery/scarico/deload/riposo, load se contiene long/endurance/soglia/vo2/carbo-load, altrimenti maintenance), ne ricava CHO/PRO/FAT in g/kg e li mette in requirements.macros e dailyMacroTargetsGPerKg. Poi nessuno li usa per comporre.","solo lettura, pannello anteprima V2 (MealPlanV2PreviewPanel.tsx:65 e :73-78 e :95-96), montato a NutritionPageView.tsx:3419-3420 dietro NEXT_PUBLIC_MEAL_PLAN_V2",Nessun effetto sul piano generato. Spariscono due righe di testo e il pannello anteprima. E' la periodizzazione automatica piu' vistosa e piu' finta del sistema — e va tolta prima che qualcuno la scambi per una feature.
sistema,inerte,aggregateInhibitors (inibitori aggregati dai pathway),contratto_motore,non persiste; calcolato a runtime da pathway-modulation-model.ts:243,"NULLA. Calcolato, messo nel request, riemesso nella solverBasis, mostrato. Nessun composer lo legge",nessuna UI di input; compare solo nel pannello trasparenza,si perde una riga di trasparenza
sistema,inerte,applicationPlaybook -> mergePlaybookIntoMealPlanRequest (LEVA MANCANTE nella scheda),contratto_motore,non persiste nel piano,"NULLA sul piano generato. Inietta righe SOLO in tre campi gia inerti: contextLines, pathwayTimingLines, mealPlanSolverMeta.integrationLeverLines",nessuna UI di input diretta; il playbook e materializzato dal motore interpretazione e iniettato a NutritionPageView.tsx:2065,nulla sul piano. E il ponte interpretazione->nutrizione: oggi e puramente decorativo
sistema,inerte,caloric_split di root (distribuzione calorica «globale» legacy),schema_db,"athlete_profiles.nutrition_config -> caloric_split {breakfast_pct, lunch_pct, dinner_pct, snacks_pct}",Fallback della distribuzione calorica quando il giorno di week_plan non è configurato (ramo source='legacy_root').,"nessun campo dedicato; riletto/riscritto a ogni salvataggio (ProfilePageView.tsx:495-500, load a :396-399)",Niente in produzione.
sistema,inerte,"contextLines (diario, twin, recovery, direttive coach, playbook)",contratto_motore,non persiste,NULLA nel percorso V2. Non e letto da nessun composer e non e nemmeno ri-emesso: IntelligentMealPlanSolverBasis non ha il campo contextLines,"costruite in NutritionPageView.tsx:2048-2061 da diario alimentare, twin (glicogeno/readiness), recovery, pathway notes, direttiva nutrizionale, memoria validata",nulla sul percorso vivo. E il pezzo di payload piu costoso da costruire (diario+twin+recovery+direttive+playbook) e il piu completamente ignorato
sistema,inerte,macro_split di root (rapporti macro «globali» legacy),schema_db,"athlete_profiles.nutrition_config -> macro_split {carbs_pct, protein_pct, fat_pct}",Fallback dei macro giornalieri quando il giorno di week_plan non ha daily_macros.,"nessun campo dedicato nel form Diet; il valore viene riletto e riscritto a ogni salvataggio del Profilo (ProfilePageView.tsx:501-505 dallo stato form, caricato ",Niente in produzione. Va tolta anche da ROOT_PROTECTED_KEYS (sanitize-nutrition-config-percents.ts:35) e dalla scrittura ProfilePageView.tsx:501-505.
sistema,inerte,mealPlanSolverMeta.integrationLeverLines (leve di integrazione operativa),contratto_motore,non persiste,solo testo. Il motore ci appende righe proprie (route.ts:389-404 / edge index.ts:107-114) ma nessuno le legge,pannello trasparenza; costruite in NutritionPageView.tsx:1961-1972 dai dial performance,si perde la riga di trasparenza. ATTENZIONE: il campo e OBBLIGATORIO come array — route-prep.ts:204-210 rifiuta con 400 se mealPlanSolverMeta manca o integrationLeverLines non e un array
sistema,inerte,"mealTimes (parametro esplicito del motore, distinto dagli orari negli slot)",contratto_motore,non persiste,"quasi nulla: e solo il fallback di mealTimesFromRequest, e comunque il campo `time` prodotto viene scartato da resolveDietSlots. Lo passa solo il generatore headless (cron); ne la route Next ne la Edge Function lo valorizzano",nessuna UI,nulla
sistema,inerte,pathwayModulationActiveLabels (etichette leggibili dei pathway attivi),contratto_motore,non persiste,NULLA in V2: pura trasparenza,riga di trasparenza in NutritionMealPlanView,si perde la riga che spiega perche compaiono certi micronutrienti
sistema,inerte,pathwayTimingLines (righe timing dai pathway),contratto_motore,non persiste,"solo il testo slotTimingRationale sotto un pasto, e solo come TERZA scelta (se lo slot non ha un timingHalfLifeHint dai gruppi funzionali). Non tocca alimenti, grammi ne kcal",pannello trasparenza del piano,cambia solo una frase esplicativa sotto il pasto
sistema,inerte,"performanceIntegration — gli altri 5 dial (trainingEnergyScale, mealTrainingFraction, proteinBiasPctPoints, hydrationFloorMultiplier, sessionFluidMultiplier)",contratto_motore,non persiste,"NULLA dentro il motore piano V2. Il solver energetico V2 (daily-nutrition-requirements.ts:88-101) chiama computeNutritionDailyEnergyModel SENZA il parametro performanceIntegration, quindi i cinque dial non entrano mai. FUORI dal piano invece due sono vivi: sessionFluidMultiplier moltiplica i fluidi/ora del modulo Fueling e proteinBiasPctPoints pesa la scelta prodotto integrazione","NutritionPageView.tsx:1962-1970 (trasparenza), DashboardAthleteHubCard.tsx:305-326, BioenergeticTransparencyHubPageView.tsx:119-122",nulla sul piano generato. Ma NON sono eliminabili a cuor leggero: NutritionPageView.tsx:2380 `round(fluidMlPerHour * (nutritionPerformanceIntegration?.sessionFluidMultiplier ?? 1))` e integration-product-ui.ts:137 `if (ctx.proteinBiasPctPoints >= 2 && ...)` sono usi funzionali nel modulo Fueling
sistema,inerte,postWorkoutMealBySlot (marcatore: questo pasto cade dopo la seduta),contratto_motore,non persiste,"NULLA sul percorso V2 dei giorni normali. Viaggia nel dayCtx ma nessuna funzione del percorso V2 lo legge: i suoi tre lettori sono composeBreakfast/composeMainMeal/composeSnack del composer mediterraneo V1, che V2 non invoca mai",nessuna UI; calcolato in request-builder.ts:154-164 da routine + sedute pianificate,nulla nei giorni normali. Nel giorno gara viene impostato dal recovery post-gara (enrich-meal-plan-request-race-day.ts:159-161) ma li l'effetto arriva comunque per altra via (racePostRecovery)
sistema,inerte,routineDigest (digest testuale della routine del giorno),contratto_motore,non persiste; derivato da athlete_profiles.routine_config,solo testo: si appende alla frase riassuntiva del giorno,pannello trasparenza (riga Routine),"si perde la riga Routine nella trasparenza. NB: la routine NON e inerte in se — gli orari pasto e la finestra di allenamento agiscono per altre vie (suppressedSlots, reconcile scheduledTimeLocal)"
sistema,inerte,"slots[].foodCandidates (lista piatta di candidati, max 24 per slot)",contratto_motore,non persiste,"NULLA. Costruita, deduplicata, filtrata due volte, mai letta","nessuna UI; costruita in request-builder.ts:205-218,243","nulla. Il commento in intelligent-meal-plan-types.ts:86 lo definisce `Lista piatta ridondante per compatibilita / ricerca rapida nel prompt`: residuo dell'era LLM, che nel repo non esiste piu"
sistema,inerte,slots[].functionalFoodGroups (3-5 opzioni alimentari per funzione metabolica),contratto_motore,non persiste,"nessun alimento viene scelto da qui in V2. Sopravvivono due usi testuali: il prefisso Target funzionali (solver): ... davanti a ogni functionalBridge, e il timingHalfLifeHint come prima scelta per slotTimingRationale",nessuna UI di input; costruiti in request-builder.ts:220-226 con buildFunctionalFoodOptionGroupsForSlot (pathway + USDA),cambia solo il testo esplicativo. E il campo piu pesante del payload
sistema,inerte,slots[].functionalTargets (target funzionali per nutriente),contratto_motore,non persiste,"NULLA in V2. Costruiti, poi filtrati due volte (deny alimentare + regole di slot), poi mai letti",nessuna UI di input; costruiti in request-builder.ts:236-241 dalla pathway modulation,nulla sul piano; va tolto insieme a functionalFoodGroups
sistema,inerte,supplement_config selezionato nella query del motore,leve_morte,athlete_profiles.supplement_config (chiesto al DB e mai toccato),Nulla: e una colonna in piu nel .select e basta.,nessuna,"Nulla - anzi, una colonna in meno da chiedere quando si riparera il select."
